A0A0A7EPL0	AT1G08910.1
Q9SLE2	AT2G16760.1
Q9SLE4	AT2G16740.1
Q9SLF1	AT2G16660.1
Q9SLF3	AT2G16640.3
Q9SLF5	AT2G16620.1
Q9SLF7	AT2G27710.3
Q9SLG0	AT2G38880.5
Q9SLG2	AT2G18640.1
Q9SLG3	AT2G32270.1
Q9SLG8	AT2G41290.1
Q9SLG9	AT2G41210.1
Q9SLH0	AT2G27050.1
Q9SLH1	AT2G26960.1
Q9SLH3	AT2G01570.1
Q9SLH7	AT2G35380.1
Q9SLH9	AT1G54550.1
Q9SLI0	AT1G54540.1
Q9SLI2	AT1G54510.4
Q9SLI4	AT1G54500.1
Q9SLI6	AT2G25470.3
Q9SLI8	AT1G54450.1
Q9SLJ2	AT1G54410.1
Q9SLK0	AT1G54340.1
Q9SLK2	AT1G54320.1
Q9SLK6	AT1G54280.3
Q9SLL2	AT1G54200.1
Q9SLL7	AT2G19740.1
Q9SLM4	AT2G40980.1
Q9SLM5	AT2G03040.1
Q9SLM6	AT2G02930.1
Q9SLM8	AT2G43880.1
Q9SLN0	AT2G39630.1
Q9SLN1	AT2G23360.1
Q9SLN5	AT2G45240.1
Q9SLP1	AT3G61880.2
Q9SLT5	AT1G59650.1
Q9SLT8	AT1G59600.1
Q9SLT9	AT1G59590.1
Q9SLU2	AT1G59510.1
Q9SLU9	AT1G58350.4
Q9SLV0	AT1G58340.1
Q9SLV1	AT1G58330.1
Q9SLV3	AT1G58270.1
Q9SM02	AT1G58440.1
Q9SM23	AT5G53470.1
Q9SM27	AT2G26950.1
Q9SMM5	AT3G48740.1
Q9SMM7	AT3G48720.1
Q9SMM8	AT3G48710.1
Q9SMM9	AT3G48700.1
Q9SMN0	AT3G48690.1
Q9SMN1	AT3G48680.1
Q9SMN3	AT3G48660.1
Q9SMN4	AT5G66660.1
Q9SMN5	AT3G48640.3
Q9SMP0	AT3G48590.1
Q9SMP1	AT3G48580.1
Q9SMP2	AT3G48570.1
Q9SMP3	AT3G48550.1
Q9SMP5	AT3G48520.1
Q9SMP6	AT3G48510.1
Q9SMQ3	AT4G40020.1
Q9SMQ4	AT4G40010.1
Q9SMQ6	AT4G39990.1
Q9SMR1	AT4G39930.2
Q9SMR2	AT4G39920.1
Q9SMR4	AT4G39890.1
Q9SMR5	AT4G39880.1
Q9SMR7	AT4G39860.4
Q9SMR9	AT4G39840.1
Q9SMS0	AT4G09350.1
Q9SMS8	AT4G09260.1
Q9SMT1	AT3G48920.1
Q9SMT2	AT3G48940.1
Q9SMT3	AT3G48950.1
Q9SMT4	AT3G48960.1
Q9SMT7	AT3G48990.1
Q9SMT9	AT3G49020.1
Q9SMU0	AT3G49030.1
Q9SMU1	AT3G49040.1
Q9SMU2	AT3G49050.1
Q9SMU4	AT3G49070.1
Q9SMU7	AT3G49100.2
Q9SMU8	AT3G49120.1
Q9SMU9	AT3G49130.1
Q9SMV6	AT5G17020.1
Q9SMV7	AT3G24495.1
Q9SMW3	AT1G55560.1
Q9SMW7	AT1G17880.1
Q9SMX1	AT4G14790.2
Q9SMX3	AT5G15090.2
Q9SMX4	AT2G34520.1
Q9SMX5	AT1G10870.1
Q9SMX9	AT2G47070.1
Q9SMY6	AT4G33230.1
Q9SMY7	AT4G33220.1
Q9SMY8	AT4G33210.1
Q9SMZ2	AT4G33170.1
Q9SMZ3	AT4G33160.2
Q9SMZ4	AT4G33150.4
Q9SMZ9	AT4G33100.1
Q9SN03	AT3G50150.1
Q9SN05	AT3G50130.1
Q9SN06	AT3G50120.1
Q9SN09	AT3G50090.1
Q9SN10	AT3G50080.1
Q9SN11	AT3G50070.1
Q9SN12	AT3G50060.1
Q9SN13	AT3G50050.1
Q9SN15	AT3G50030.1
Q9SN16	AT3G50020.1
Q9SN17	AT3G50010.1
Q9SN19	AT3G49990.1
Q9SN20	AT3G49980.2
Q9SN21	AT3G49970.2
Q9SN22	AT3G49950.1
Q9SN23	AT3G49940.1
Q9SN24	AT3G49930.1
Q9SN25	AT4G10200.2
Q9SN26	AT4G10170.2
Q9SN27	AT4G10160.1
Q9SN28	AT4G10150.1
Q9SN29	AT4G10140.1
Q9SN35	AT4G18800.1
Q9SN36	AT4G18790.1
Q9SN38	AT4G18760.1
Q9SN39	AT4G18750.1
Q9SN41	AT4G18720.1
Q9SN43	AT4G18700.1
Q9SN45	AT4G18680.1
Q9SN46	AT4G18670.1
Q9SN47	AT4G18660.1
Q9SN51	AT4G18620.1
Q9SN52	AT4G18610.1
Q9SN53	AT4G11020.1
Q9SN57	AT4G10970.7
Q9SN58	AT4G10960.1
Q9SN61	AT4G10910.1
Q9SN66	AT4G10820.1
Q9SN67	AT4G10810.1
Q9SN68	AT4G19640.1
Q9SN73	AT3G47650.1
Q9SN74	AT3G47640.3
Q9SN75	AT3G47630.6
Q9SN77	AT3G47610.1
Q9SN78	AT3G47600.1
Q9SN79	AT3G47590.1
Q9SN80	AT3G47580.1
Q9SN83	AT3G47550.6
Q9SN85	AT3G47530.1
Q9SN86	AT3G47520.1
Q9SN87	AT3G47510.1
Q9SN89	AT3G47480.1
Q9SN90	AT3G47460.1
Q9SN93	AT3G46470.1
Q9SN95	AT3G46440.2
Q9SN97	AT3G46420.1
Q9SN98	AT3G46390.1
Q9SN99	AT3G46380.1
Q9SNA0	AT3G46370.2
Q9SNA1	AT3G46360.1
Q9SNA3	AT3G46340.1
Q9SNA5	AT3G46310.1
Q9SNA6	AT3G46300.1
Q9SNB0	AT3G46680.1
Q9SNB1	AT3G46670.1
Q9SNB4	AT3G46640.2
Q9SNB5	AT3G46630.1
Q9SNB6	AT3G46620.1
Q9SNB7	AT3G46610.2
Q9SNB8	AT3G46600.1
Q9SNB9	AT3G46590.2
Q9SNC0	AT3G46580.1
Q9SNC1	AT3G46570.1
Q9SNC3	AT3G46550.1
Q9SNC4	AT3G46540.1
Q9SNC6	AT3G46510.1
Q9SND2	AT3G50350.1
Q9SND3	AT3G50340.1
Q9SND4	AT3G50330.1
Q9SND6	AT3G50310.1
Q9SND9	AT3G50280.1
Q9SNE0	AT3G50270.1
Q9SNE1	AT3G50260.1
Q9SNE2	AT3G50250.1
Q9SNE5	AT3G50220.1
Q9SNE7	AT3G50200.1
Q9SNE9	AT3G50180.1
Q9SNV9	AT2G23150.1
Q9SNW9	AT5G62320.1
Q9SNY3	AT5G66280.1
Q9SP02	AT5G58710.1
Q9SP08	AT3G61620.2
Q9SP32	AT1G01040.1
Q9SP35	AT2G37410.2
Q9SPE5	AT4G20410.1
Q9SPE6	AT3G56190.1
Q9SPG1	AT4G12350.1
Q9SPG2	AT5G61420.2
Q9SPG3	AT3G13890.1
Q9SPG4	AT5G39700.1
Q9SPG5	AT5G07700.2
Q9SPG6	AT5G54230.1
Q9SPG7	AT5G16600.1
Q9SPG9	AT5G40350.1
Q9SPH0	AT5G40430.1
Q9SPK4	AT1G08650.1
Q9SPK5	AT1G50480.1
Q9SPL2	AT5G64920.1
Q9SPM5	AT5G18280.1
Q9SPN3	AT4G00540.1
Q9SPU7	AT5G16850.1
Q9SQG2	AT3G04080.1
Q9SQH6	AT1G77110.1
Q9SQH9	AT3G24300.1
Q9SQI2	AT1G22770.1
Q9SQI8	AT3G25860.1
Q9SQK3	AT5G40160.1
Q9SQN2	AT1G79710.2
Q9SQN9	AT1G79800.1
Q9SQQ6	AT3G04060.1
Q9SQQ7	AT3G04050.1
Q9SQQ9	AT3G04030.3
Q9SQR1	AT3G04010.1
Q9SQR2	AT3G04000.1
Q9SQR3	AT3G03990.1
Q9SQR4	AT3G03980.1
Q9SQR5	AT3G03970.6
Q9SQR8	AT3G03940.1
Q9SQT4	AT3G06310.3
Q9SQT5	AT5G18790.1
Q9SQT6	AT3G06330.1
Q9SQT7	AT3G06340.4
Q9SQT8	AT3G06350.1
Q9SQT9	AT3G06360.1
Q9SQU1	AT3G06380.1
Q9SQU2	AT3G06390.1
Q9SQU4	AT3G06410.1
Q9SQU6	AT3G06430.1
Q9SQU9	AT3G06460.1
Q9SQV0	AT3G06470.1
Q9SQV1	AT3G06480.1
Q9SQX6	AT3G10450.1
Q9SQX9	AT3G10480.1
Q9SQY0	AT3G10490.2
Q9SQY6	AT3G10560.1
Q9SQY7	AT3G10570.1
Q9SQY8	AT3G10580.1
Q9SQY9	AT3G10590.1
Q9SQZ0	AT3G10600.1
Q9SQZ1	AT3G10610.1
Q9SQZ9	AT3G04780.1
Q9SR00	AT3G04760.1
Q9SR01	AT3G04750.1
Q9SR02	AT3G04740.1
Q9SR04	AT3G04700.1
Q9SR05	AT3G04690.1
Q9SR06	AT3G04680.3
Q9SR07	AT3G04670.1
Q9SR08	AT3G04660.1
Q9SR09	AT3G04650.1
Q9SR10	AT3G04640.2
Q9SR12	AT3G04620.1
Q9SR13	AT3G04610.2
Q9SR15	AT3G04600.3
Q9SR17	AT3G04570.1
Q9SR18	AT3G04560.1
Q9SR19	AT3G04550.1
Q9SR22	AT3G09410.1
Q9SR23	AT3G09405.1
Q9SR24	AT3G09400.1
Q9SR25	AT3G09380.1
Q9SR32	AT3G09310.1
Q9SR33	AT3G09300.1
Q9SR34	AT3G09290.1
Q9SR35	AT3G09280.1
Q9SR36	AT3G09270.1
Q9SR37	AT3G09260.1
Q9SR40	AT3G09220.1
Q9SR43	AT3G09150.2
Q9SR44	AT1G67640.1
Q9SR48	AT1G67590.1
Q9SR52	AT1G67550.1
Q9SR59	AT3G09940.1
Q9SR60	AT3G09950.1
Q9SR62	AT3G09970.1
Q9SR64	AT3G09990.1
Q9SR66	AT3G10010.2
Q9SR67	AT3G10020.1
Q9SR70	AT3G10060.1
Q9SR71	AT3G10070.1
Q9SR72	AT3G10080.2
Q9SR73	AT5G03850.1
Q9SR77	AT3G10130.1
Q9SR79	AT3G10150.2
Q9SR82	AT3G08820.1
Q9SR86	AT3G08860.1
Q9SR87	AT3G08870.2
Q9SR89	AT3G08890.2
Q9SR91	AT3G08910.1
Q9SR92	AT3G08920.1
Q9SR93	AT3G08930.1
Q9SR96	AT3G08970.2
Q9SR97	AT3G08990.3
Q9SRB0	AT1G63910.1
Q9SRD0	AT1G76830.1
Q9SRD3	AT1G76800.1
Q9SRD4	AT1G76790.1
Q9SRD6	AT1G76770.1
Q9SRD8	AT1G76750.1
Q9SRD9	AT1G76740.1
Q9SRE0	AT1G76730.1
Q9SRE1	AT1G76720.2
Q9SRE4	AT1G76670.2
Q9SRE5	AT1G76660.1
Q9SRE6	AT1G76650.3
Q9SRE7	AT1G76640.1
Q9SRG3	AT1G77510.1
Q9SRH4	AT3G01270.1
Q9SRH5	AT3G01280.1
Q9SRH6	AT3G01290.1
Q9SRH7	AT3G01300.1
Q9SRH9	AT3G01320.1
Q9SRI1	AT3G01340.2
Q9SRI2	AT3G01350.1
Q9SRI3	AT3G01360.2
Q9SRK5	AT3G10940.1
Q9SRK6	AT3G10950.1
Q9SRK7	AT3G10960.1
Q9SRL0	AT3G10990.1
Q9SRL2	AT3G11010.2
Q9SRL3	AT3G11030.1
Q9SRL4	AT3G11040.3
Q9SRL5	AT3G11050.1
Q9SRL6	AT3G11070.1
Q9SRL7	AT3G11080.2
Q9SRL8	AT3G11090.1
Q9SRM0	AT3G11110.1
Q9SRM3	AT3G11180.1
Q9SRM4	AT3G11200.1
Q9SRM5	AT3G11210.1
Q9SRM8	AT3G11690.1
Q9SRM9	AT3G11680.2
Q9SRN0	AT3G11660.1
Q9SRN1	AT3G11650.1
Q9SRN2	AT3G11640.1
Q9SRN4	AT3G11600.1
Q9SRN6	AT3G03320.1
Q9SRP4	AT3G03400.1
Q9SRP5	AT3G03410.1
Q9SRP6	AT3G03420.1
Q9SRP7	AT3G03430.1
Q9SRQ0	AT3G03460.1
Q9SRQ1	AT3G03470.1
Q9SRQ2	AT3G03480.1
Q9SRQ3	AT3G03490.1
Q9SRQ4	AT3G03500.1
Q9SRQ5	AT3G03510.1
Q9SRQ6	AT3G03520.1
Q9SRQ7	AT3G03530.1
Q9SRQ8	AT3G03550.1
Q9SRR0	AT3G07560.1
Q9SRR1	AT3G07550.2
Q9SRR2	AT3G07540.1
Q9SRR7	AT3G07490.1
Q9SRR8	AT3G07480.1
Q9SRS1	AT3G07450.1
Q9SRS2	AT3G07440.2
Q9SRS3	AT3G07430.1
Q9SRS5	AT3G07410.1
Q9SRS6	AT3G07400.1
Q9SRS8	AT3G07380.1
Q9SRS9	AT3G07370.1
Q9SRT0	AT3G07360.1
Q9SRT1	AT3G07350.1
Q9SRT2	AT3G07340.1
Q9SRT3	AT3G07330.2
Q9SRT4	AT3G07320.1
Q9SRT7	AT3G02210.1
Q9SRT8	AT3G02220.1
Q9SRT9	AT3G02230.1
Q9SRU2	AT3G02260.1
Q9SRU3	AT3G02270.1
Q9SRU7	AT3G02320.1
Q9SRV0	AT3G03730.1
Q9SRV1	AT3G03740.1
Q9SRV2	AT3G03750.2
Q9SRV3	AT3G03760.1
Q9SRV5	AT3G03780.3
Q9SRV7	AT3G03800.2
Q9SRV9	AT3G03820.1
Q9SRW0	AT3G03830.1
Q9SRW1	AT3G03840.1
Q9SRW4	AT3G03870.2
Q9SRW7	AT3G03900.2
Q9SRW9	AT1G02730.1
Q9SRX1	AT1G02770.1
Q9SRX2	AT1G02780.1
Q9SRX3	AT1G02800.1
Q9SRX4	AT1G02810.1
Q9SRX5	AT1G02816.1
Q9SRX6	AT1G02820.1
Q9SRX7	AT1G02830.1
Q9SRX9	AT1G02860.1
Q9SRY3	AT1G02900.1
Q9SRY4	AT1G02910.1
Q9SRY5	AT1G02920.1
Q9SRY6	AT1G02940.2
Q9SRZ0	AT1G02980.2
Q9SRZ2	AT1G66000.1
Q9SRZ3	AT1G65985.2
Q9SRZ4	AT1G65970.1
Q9SRZ6	AT1G65930.1
Q9SRZ7	AT1G65920.1
Q9SRZ8	AT1G65910.1
Q9SS00	AT1G65890.1
Q9SS01	AT1G65880.1
Q9SS03	AT1G65870.1
Q9SS04	AT1G65860.1
Q9SS17	AT3G04920.1
Q9SS31	AT3G10190.1
Q9SS33	AT3G10210.1
Q9SS35	AT3G10240.1
Q9SS37	AT3G10260.3
Q9SS38	AT3G10270.2
Q9SS39	AT3G10280.1
Q9SS40	AT3G10290.1
Q9SS43	AT3G10320.1
Q9SS44	AT3G10330.1
Q9SS45	AT3G10340.1
Q9SS47	AT3G10360.1
Q9SS48	AT3G10370.1
Q9SS53	AT1G65070.2
Q9SS60	AT3G03580.1
Q9SS61	AT3G03590.1
Q9SS65	AT3G03650.1
Q9SS67	AT3G03670.1
Q9SS68	AT3G03680.1
Q9SS69	AT3G03690.1
Q9SS74	AT3G09130.1
Q9SS80	AT3G09070.1
Q9SS81	AT3G09060.2
Q9SS82	AT3G09050.1
Q9SS83	AT3G09040.4
Q9SS86	AT3G01760.1
Q9SS87	AT3G01680.1
Q9SS89	AT3G01660.1
Q9SS90	AT3G01650.2
Q9SS92	AT3G01630.2
Q9SS93	AT3G01620.1
Q9SS94	AT3G01610.1
Q9SS96	AT3G01590.2
Q9SS97	AT3G01580.1
Q9SS98	AT3G01570.1
Q9SSA1	AT3G01530.1
Q9SSA4	AT3G01490.1
Q9SSA5	AT3G01480.1
Q9SSA7	AT1G53920.1
Q9SSA8	AT1G53910.2
Q9SSB4	AT1G53780.3
Q9SSB5	AT1G53750.1
Q9SSB7	AT1G80240.1
Q9SSB8	AT1G80230.1
Q9SSC1	AT1G80180.1
Q9SSC3	AT1G80160.3
Q9SSC6	AT1G80130.1
Q9SSC7	AT1G80120.1
Q9SSC9	AT1G80100.1
Q9SSD1	AT1G80080.1
Q9SSD2	AT1G80070.1
Q9SSD3	AT1G80040.1
Q9SSD6	AT1G79985.3
Q9SSE5	AT3G07650.4
Q9SSE7	AT3G07630.3
Q9SSE8	AT3G07620.1
Q9SSE9	AT3G07610.1
Q9SSF0	AT3G07600.1
Q9SSF1	AT3G07590.2
Q9SSF8	AT1G74740.1
Q9SSF9	AT1G74750.4
Q9SSG2	AT1G74780.1
Q9SSG3	AT1G74790.1
Q9SSG5	AT1G74810.7
Q9SSG6	AT1G74860.1
Q9SSJ0	AT3G11400.1
Q9SSJ7	AT1G71015.2
Q9SSJ8	AT1G71010.1
Q9SSK1	AT1G70980.1
Q9SSK2	AT1G70970.1
Q9SSK4	AT1G70900.1
Q9SSK5	AT1G70890.1
Q9SSK7	AT1G70850.3
Q9SSK9	AT1G70830.1
Q9SSL0	AT1G70820.1
Q9SSL1	AT1G70810.1
Q9SSL9	AT1G73080.1
Q9SSM0	AT1G73066.1
Q9SSM2	AT1G73050.1
Q9SSM3	AT1G73040.1
Q9SSM4	AT1G73030.1
Q9SSM7	AT1G73000.1
Q9SSM9	AT1G72980.1
Q9SSN0	AT1G72960.1
Q9SSN1	AT1G72950.1
Q9SSN2	AT1G72940.1
Q9SSN3	AT1G72930.1
Q9SSN4	AT1G72920.1
Q9SSN5	AT1G72910.1
Q9SSN6	AT1G72900.1
Q9SSN9	AT1G72870.1
Q9SSP1	AT1G72850.1
Q9SSP4	AT1G72820.2
Q9SSP5	AT1G72810.1
Q9SSP6	AT1G52420.1
Q9SSP7	AT1G52430.1
Q9SSP8	AT1G52440.1
Q9SSP9	AT1G52450.1
Q9SSQ0	AT1G52460.1
Q9SSQ1	AT1G52470.1
Q9SSQ2	AT1G52495.1
Q9SSQ4	AT1G52520.1
Q9SSQ7	AT1G52550.1
Q9SSQ8	AT1G52560.1
Q9SSQ9	AT1G52570.3
Q9SSR0	AT1G52580.1
Q9SSR1	AT1G52590.1
Q9SSR2	AT1G52600.1
Q9SSR4	AT1G52620.1
Q9SSR6	AT1G52640.1
Q9SSR7	AT1G52650.1
Q9SSR8	AT1G52660.2
Q9SSS0	AT1G52680.1
Q9SSS5	AT1G52710.1
Q9SSS6	AT1G52720.1
Q9SSS7	AT1G52730.2
Q9SSS9	AT4G09650.1
Q9SST1	AT4G09630.1
Q9SST2	AT4G09620.2
Q9SST3	AT4G09590.1
Q9SSW0	AT5G43170.1
Q9SSW1	AT5G67450.1
Q9SSW2	AT3G19580.2
Q9ST43	AT2G29700.1
Q9STE1	AT4G21300.1
Q9STE3	AT3G46690.1
Q9STE5	AT3G46710.1
Q9STE6	AT3G46720.1
Q9STE7	AT3G46730.1
Q9STE8	AT3G46740.1
Q9STF0	AT3G46760.1
Q9STF1	AT3G46770.1
Q9STF2	AT3G46780.1
Q9STF3	AT3G46790.1
Q9STF4	AT3G46800.1
Q9STF5	AT3G46810.1
Q9STF7	AT3G46850.1
Q9STF8	AT3G46860.1
Q9STF9	AT3G46870.1
Q9STG0	AT3G46880.1
Q9STG1	AT3G46890.1
Q9STG2	AT3G46900.1
Q9STG3	AT3G46910.1
Q9STG6	AT3G46940.2
Q9STG7	AT3G46950.1
Q9STG9	AT4G34740.1
Q9STH0	AT4G12410.1
Q9STH1	AT4G12400.2
Q9STH2	AT4G12390.1
Q9STH3	AT4G12380.1
Q9STH4	AT4G12370.1
Q9STH5	AT4G12360.1
Q9STH7	AT4G12340.1
Q9STH8	AT4G12330.1
Q9STI0	AT4G12310.1
Q9STI1	AT4G12300.1
Q9STI3	AT4G12280.1
Q9STI4	AT4G12270.1
Q9STI6	AT4G12250.1
Q9STI7	AT4G12240.1
Q9STI8	AT4G12230.1
Q9STI9	AT4G12220.1
Q9STJ0	AT4G12210.1
Q9STJ6	AT4G25410.1
Q9STJ7	AT4G25400.1
Q9STJ8	AT4G25390.1
Q9STJ9	AT4G25380.1
Q9STK4	AT3G48240.1
Q9STK5	AT3G48250.1
Q9STK6	AT3G48260.1
Q9STK7	AT3G48270.1
Q9STK8	AT3G48280.1
Q9STK9	AT3G48290.1
Q9STL0	AT3G48300.2
Q9STL1	AT3G48310.1
Q9STL2	AT3G48320.1
Q9STL4	AT3G48340.1
Q9STL5	AT3G48350.1
Q9STL8	AT3G48380.1
Q9STL9	AT3G48390.1
Q9STM1	AT3G48410.2
Q9STM3	AT3G48430.1
Q9STM4	AT3G48440.1
Q9STM6	AT3G48460.1
Q9STM7	AT4G08410.1
Q9STM8	AT4G08400.1
Q9STN0	AT4G08380.1
Q9STN1	AT4G08370.1
Q9STN2	AT4G08360.1
Q9STN3	AT4G08350.1
Q9STN5	AT4G08330.1
Q9STN7	AT4G27890.1
Q9STN8	AT4G27880.1
Q9STP1	AT4G27850.1
Q9STP2	AT4G27840.1
Q9STP4	AT4G27820.1
Q9STP7	AT4G27790.1
Q9STP8	AT4G27780.1
Q9STQ0	AT4G26350.1
Q9STQ2	AT4G26330.2
Q9STQ3	AT4G26320.1
Q9STQ5	AT4G26290.1
Q9STQ6	AT4G26280.1
Q9STR1	AT4G26230.1
Q9STR3	AT4G26210.2
Q9STR4	AT4G26200.1
Q9STR6	AT3G48220.1
Q9STS0	AT3G48180.1
Q9STS1	AT3G48170.1
Q9STS3	AT3G48150.1
Q9STS6	AT3G47870.1
Q9STS7	AT3G47860.1
Q9STS9	AT3G47840.1
Q9STT1	AT3G47820.1
Q9STT2	AT3G47810.3
Q9STT3	AT3G47800.1
Q9STT5	AT3G47780.1
Q9STT6	AT3G47770.2
Q9STT7	AT3G47760.3
Q9STT8	AT3G47750.1
Q9STU1	AT3G47720.1
Q9STU3	AT3G47700.1
Q9STU5	AT3G47680.1
Q9STV0	AT4G24450.3
Q9STV1	AT4G24430.1
Q9STV2	AT4G24420.3
Q9STV3	AT4G24410.1
Q9STV4	AT4G24400.1
Q9STV7	AT4G24370.1
Q9STW1	AT4G24330.1
Q9STW2	AT4G24320.1
Q9STW3	AT4G24310.1
Q9STW4	AT4G24300.1
Q9STW5	AT4G24290.3
Q9STW6	AT4G24280.1
Q9STW8	AT4G24260.1
Q9STX0	AT4G24240.1
Q9STX1	AT4G24230.5
Q9STX2	AT4G24220.1
Q9STX3	AT4G24210.1
Q9STX5	AT4G24190.1
Q9STX9	AT3G47440.1
Q9STY0	AT3G47430.1
Q9STY2	AT3G47410.1
Q9STY3	AT3G47400.1
Q9STY4	AT3G47390.1
Q9STY5	AT3G47380.1
Q9STY6	AT3G47370.3
Q9STY7	AT3G47360.1
Q9STY8	AT3G47350.1
Q9STZ2	AT3G47300.1
Q9STZ3	AT3G47290.1
Q9STZ8	AT4G12880.1
Q9SU00	AT4G12860.1
Q9SU04	AT4G12820.1
Q9SU05	AT4G12810.1
Q9SU08	AT4G12780.1
Q9SU13	AT4G12730.1
Q9SU14	AT4G12720.3
Q9SU15	AT4G12710.1
Q9SU16	AT4G12700.1
Q9SU17	AT4G12690.2
Q9SU24	AT4G12620.1
Q9SU25	AT4G12610.2
Q9SU27	AT4G12590.1
Q9SU28	AT4G12580.1
Q9SU29	AT4G12570.1
Q9SU30	AT4G12560.3
Q9SU31	AT4G12540.1
Q9SU32	AT4G12530.1
Q9SU33	AT4G12500.1
Q9SU34	AT4G12490.1
Q9SU35	AT4G12470.1
Q9SU36	AT4G12460.8
Q9SU37	AT4G12450.1
Q9SU38	AT4G12440.3
Q9SU39	AT4G12430.1
Q9SU40	AT4G12420.2
Q9SU44	AT4G24150.1
Q9SU50	AT4G24040.1
Q9SU55	AT3G47920.1
Q9SU56	AT3G47930.1
Q9SU57	AT3G47940.1
Q9SU58	AT3G47950.2
Q9SU63	AT3G48000.1
Q9SU64	AT3G48010.1
Q9SU65	AT3G48020.1
Q9SU67	AT3G48040.1
Q9SU70	AT3G48070.1
Q9SU71	AT3G48080.1
Q9SU72	AT3G48090.1
Q9SU75	AT4G29760.2
Q9SU78	AT4G29730.1
Q9SU79	AT4G29720.1
Q9SU80	AT4G29710.1
Q9SU81	AT4G29700.1
Q9SU82	AT4G29690.1
Q9SU83	AT4G29680.1
Q9SU86	AT4G29610.1
Q9SU87	AT4G29600.1
Q9SU88	AT4G29590.1
Q9SU89	AT4G29560.1
Q9SU91	AT4G29540.2
Q9SU92	AT4G29530.1
Q9SU93	AT4G29520.1
Q9SU94	AT4G29510.1
Q9SU98	AT4G26660.1
Q9SUA1	AT4G26630.2
Q9SUA3	AT4G26610.1
Q9SUA4	AT4G26590.1
Q9SUA6	AT4G26560.1
Q9SUA9	AT4G21050.1
Q9SUB0	AT4G21040.1
Q9SUB1	AT4G21030.1
Q9SUB2	AT4G21020.1
Q9SUB3	AT4G21010.1
Q9SUB4	AT4G21000.1
Q9SUC0	AT4G20930.1
Q9SUC3	AT4G20900.2
Q9SUC4	AT4G20880.1
Q9SUC5	AT4G20870.2
Q9SUC6	AT4G20860.1
Q9SUC9	AT4G28100.1
Q9SUD0	AT4G28090.1
Q9SUD3	AT4G28060.1
Q9SUD4	AT4G28050.1
Q9SUD5	AT4G28040.5
Q9SUD8	AT4G28010.1
Q9SUE0	AT4G27990.1
Q9SUE3	AT4G27950.1
Q9SUE7	AT4G27910.1
Q9SUE8	AT4G27900.2
Q9SUE9	AT4G08310.1
Q9SUF1	AT4G08290.1
Q9SUF2	AT4G08280.3
Q9SUF3	AT4G08270.1
Q9SUF4	AT4G08260.1
Q9SUF5	AT4G08250.1
Q9SUF6	AT4G08240.2
Q9SUF9	AT4G08210.1
Q9SUG1	AT4G08190.1
Q9SUG3	AT4G08170.2
Q9SUG4	AT4G22170.1
Q9SUG6	AT4G22150.1
Q9SUG7	AT4G30790.1
Q9SUG8	AT4G30780.1
Q9SUG9	AT4G30770.1
Q9SUH1	AT4G30750.1
Q9SUH2	AT4G30740.1
Q9SUH3	AT4G30730.2
Q9SUH5	AT4G30710.3
Q9SUH6	AT4G30700.1
Q9SUH8	AT4G30680.1
Q9SUI0	AT4G30660.2
Q9SUI2	AT1G10900.3
Q9SUI4	AT4G12800.2
Q9SUI5	AT1G30380.1
Q9SUI6	AT1G52230.1
Q9SUI7	AT3G16140.1
Q9SUJ1	AT3G05710.2
Q9SUJ6	AT5G54840.1
Q9SUK6	AT4G16790.1
Q9SUK8	AT4G16750.1
Q9SUK9	AT4G16580.1
Q9SUL1	AT4G16190.1
Q9SUL7	AT4G14580.1
Q9SUM1	AT4G30230.1
Q9SUM2	AT4G30220.1
Q9SUM3	AT4G30210.3
Q9SUM4	AT4G30200.2
Q9SUM5	AT4G30180.1
Q9SUM7	AT4G20520.1
Q9SUN2	AT4G20470.1
Q9SUN3	AT4G20460.1
Q9SUN5	AT4G20440.5
Q9SUN6	AT4G20430.3
Q9SUN7	AT4G20420.1
Q9SUP0	AT4G20390.1
Q9SUP1	AT4G20350.6
Q9SUP3	AT4G20330.1
Q9SUP5	AT4G23820.1
Q9SUP6	AT4G23810.1
Q9SUP7	AT4G23800.1
Q9SUQ2	AT4G23750.2
Q9SUQ3	AT4G23740.2
Q9SUQ4	AT4G23730.1
Q9SUQ7	AT4G23700.2
Q9SUQ8	AT4G23690.1
Q9SUQ9	AT4G23680.1
Q9SUR0	AT4G23670.1
Q9SUR3	AT4G23630.2
Q9SUR4	AT4G23620.1
Q9SUR5	AT4G23610.1
Q9SUR6	AT4G23600.1
Q9SUR8	AT4G23580.1
Q9SUR9	AT4G23570.2
Q9SUS0	AT4G23560.1
Q9SUS1	AT4G23550.1
Q9SUS3	AT4G11380.1
Q9SUS4	AT4G11370.1
Q9SUS5	AT4G11360.1
Q9SUS7	AT4G11340.1
Q9SUS9	AT4G11320.2
Q9SUT0	AT4G11310.1
Q9SUT1	AT4G11300.1
Q9SUT2	AT4G11290.1
Q9SUT4	AT4G11270.2
Q9SUT5	AT4G11260.1
Q9SUT6	AT4G11250.1
Q9SUT8	AT4G11230.1
Q9SUT9	AT4G11220.1
Q9SUU1	AT4G32510.1
Q9SUU4	AT4G32480.1
Q9SUU5	AT4G32470.1
Q9SUU7	AT4G32450.1
Q9SUV1	AT4G32400.1
Q9SUV2	AT4G32390.1
Q9SUV6	AT4G22650.1
Q9SUV8	AT4G22610.1
Q9SUV9	AT4G22600.1
