query	subject	tmscore	seq_id	rmsd	aligned_length
Q6EPW8	Q8H6L7	0.44816	0.193	3.93	119.0
Q9SIY5	Q9SIY5	1.0	1.0	0.0	735.0
A0A2K2CT53	Q8GYT8	0.25483	0.476	5.16	147.0
Q53QG5	Q9ZUF1	0.60688	0.202	3.53	322.0
A0A2P5WYK5	P83618	0.75479	0.238	2.56	206.0
I1L265	Q6BXX1	0.64951	0.194	4.16	309.0
A0A0Q3ETT1	Q9XGY4	0.88878	0.575	1.15	73.0
Q9LSW2	Q9LSW2	1.0	1.0	0.0	596.0
A0A0R0L828	Q9FGH9	0.41445	0.268	6.34	355.0
A0A2R6RA70	Q7XBQ9	0.66573	0.365	2.92	762.0
Q9SE95	Q9SE95	1.0	1.0	0.0	298.0
Q9ZUX0	Q56Y42	0.75374	0.212	2.73	320.0
A0A1P8B0L2	O60293	0.41054	0.125	7.01	792.0
A0A1D6HX48	O48604	0.89558	0.719	1.38	406.0
Q9LJ72	Q1LXS2	0.7809	0.283	2.98	247.0
A0A498JU75	Q9FLQ0	0.14759	0.388	3.45	98.0
A0A804MYQ3	Q6A331	0.52384	0.565	2.62	108.0
A0A7J7HLN3	P14009	0.51918	0.51	3.6	96.0
Q39147	Q39147	1.0	1.0	0.0	254.0
Q5XF81	B6NXD5	0.69847	0.208	4.54	346.0
A0A0P0XLS8	Q9ZU96	0.75784	0.241	2.66	174.0
I1J7C0	Q0WTP1	0.4917	0.656	3.66	189.0
A0A2P5XCG5	Q8RWB1	0.8207	0.77	1.44	87.0
A0A2R6PUB5	D7LIR2	0.63685	0.578	3.57	211.0
A0A2P5Y635	P83326	0.59922	0.152	2.29	151.0
A8MR93	A8MR93	1.0	1.0	0.0	497.0
W1P495	Q7FAZ2	0.79152	0.379	1.85	153.0
Q9SUS0	Q9SUS0	1.0	1.0	0.0	479.0
Q9SGY2	Q9SGY2	1.0	1.0	0.0	423.0
A0A3Q7EKH1	Q8L5R3	0.81337	0.659	2.75	378.0
Q0J9A6	Q94G00	0.96851	0.681	0.55	72.0
Q8VY08	Q8VY08	1.0	1.0	0.0	332.0
F4K6R7	Q9SK27	0.76471	0.438	1.77	121.0
Q7FU57	P31862	0.93379	0.99	1.19	102.0
A0A804Q839	Q9SR79	0.84523	0.609	1.87	69.0
Q93VS8	Q8BKC5	0.90296	0.354	3.01	1073.0
A0A7J7G6U0	Q9FMH8	0.92531	0.693	0.88	166.0
A3AWH5	A3AWH5	1.0	1.0	0.0	306.0
A0A7J7GEX3	Q9M907	0.68903	0.597	3.89	439.0
Q8LDK5	B8D9T1	0.8255	0.353	1.66	102.0
A0A2R6PF78	Q9C777	0.67523	0.184	2.38	76.0
Q93Z70	Q93Z70	1.0	1.0	0.0	401.0
A0A804Q815	Q7TN73	0.42134	0.113	4.26	203.0
A0A804HXV3	Q9ZNU2	0.47902	0.308	3.89	172.0
A0A2I0W8N6	Q9CAK4	0.85682	0.308	2.89	325.0
P59271	P59271	1.0	1.0	0.0	156.0
Q9XI69	Q9S746	0.91842	0.452	1.91	480.0
Q1PFW3	Q1PFW3	1.0	1.0	0.0	578.0
I1L6J7	F4HSD5	0.16884	0.176	6.38	199.0
Q94KB4	Q94KB4	1.0	1.0	0.0	460.0
A0A804IKH6	O80477	0.93643	0.435	1.35	131.0
W1NY95	Q8L3R3	0.93993	0.371	1.77	388.0
A0A0P0X7Z2	C6DIA0	0.14109	0.059	4.16	135.0
Q8L4R0	Q8L4R0	1.0	1.0	0.0	350.0
A0A0Q3IXN5	Q9FHE1	0.47692	0.339	3.38	118.0
O81625	B3H453	0.44335	0.095	3.13	95.0
Q66GQ1	B8HSJ3	0.77507	0.478	2.03	456.0
A0A0P0X5U4	P93438	0.99256	0.957	0.44	164.0
A0A804RPV4	P56941	0.86001	0.362	1.66	218.0
A0A2R6QGH5	Q7X7L3	0.95303	0.949	1.2	332.0
Q8GYX3	Q8GYX3	1.0	1.0	0.0	513.0
Q9AX10	Q9LQM1	0.7338	0.216	3.59	388.0
W1PTL4	Q8W4K5	0.48172	0.26	5.32	173.0
Q9LX13	A5GN68	0.64345	0.476	1.37	147.0
A0A7J7HGC8	Q52QW3	0.76654	0.284	2.68	229.0
Q9SAC8	P04635	0.72063	0.259	3.3	378.0
A0A0Q3F202	Q9ZT50	0.45455	0.289	2.41	90.0
I1K1Z5	Q9I8B0	0.40789	0.179	5.89	201.0
F4I8Q7	F4I8Q7	1.0	1.0	0.0	416.0
Q10BA1	Q9S823	0.23513	0.095	8.23	283.0
A0A0Q3IWN5	Q9FJK3	0.55381	0.301	4.01	133.0
A0A2K2CHK9	Q53KS8	0.91911	0.463	2.1	350.0
A0A3Q7J564	O22582	0.77275	0.962	1.11	105.0
Q5S4V7	Q5S4V7	1.0	1.0	0.0	387.0
Q9LQL0	Q9LQL0	1.0	1.0	0.0	166.0
A0A804IWI2	P93736	0.91842	0.685	1.13	92.0
A0A0R0G2M3	B2HMK0	0.23362	0.314	3.02	566.0
F4K2T0	Q5RDK1	0.76524	0.16	4.6	761.0
F4HP43	Q8TZK1	0.27073	0.16	2.58	75.0
A0A7J7HYW9	Q6NQK2	0.59201	0.633	3.68	199.0
A0A804RDU5	Q5Z880	0.40563	0.126	5.13	103.0
C4JBS3	P0DO11	0.39979	0.393	3.32	89.0
Q6NQ93	Q9CA71	0.52024	0.125	4.12	336.0
A0A804KXJ8	Q9XEE9	0.80111	0.598	2.11	264.0
A0A7J7GWC4	F4HY56	0.31467	0.274	5.91	146.0
O80962	Q9MA15	0.60802	0.292	4.3	561.0
A0A498HRV1	Q60CV4	0.68778	0.404	0.91	250.0
A0A3S3R1D2	Q9SK32	0.62742	0.211	4.56	361.0
A0A2R6QVL6	Q3V554	0.8316	0.981	1.12	53.0
Q8GX29	Q8GX29	1.0	1.0	0.0	395.0
Q5NBC3	Q1QSZ4	0.36551	0.103	4.85	136.0
A0A2I0X167	Q94HW2	0.83027	0.3	2.05	110.0
A0A2P5W8R8	O23755	0.92513	0.914	1.38	162.0
A0A6I9UCU0	Q39214	0.92611	0.292	2.16	894.0
A0A7J7I4G9	Q9FNE8	0.32128	0.074	5.4	122.0
P0C026	P0C026	1.0	1.0	0.0	365.0
A0A7J7FWW5	Q8L727	0.42278	0.121	4.86	116.0
Q8GWR1	Q8GWR1	1.0	1.0	0.0	447.0
Q5XVJ1	Q9SL49	0.84848	0.661	2.18	298.0
Q949P5	P0DPD7	0.75238	0.359	1.91	192.0
Q8GWD0	Q9LV04	0.62922	0.159	3.55	301.0
Q9FX28	Q9FX28	1.0	1.0	0.0	222.0
Q6YTW5	Q7Y0E8	0.38382	0.259	3.67	81.0
A0A3Q7IXD5	Q9ZZT8	0.91459	0.901	1.13	152.0
Q9XFH8	Q9XFH8	1.0	1.0	0.0	178.0
I1NI61	Q9LHS9	0.2514	0.463	3.62	54.0
Q9LID0	Q9LID0	1.0	1.0	0.0	746.0
A0A0R0G330	Q8LCU7	0.93319	0.677	1.35	192.0
Q8VWI8	Q94A64	0.54249	0.163	4.57	320.0
Q8VYW6	Q8VYW6	1.0	1.0	0.0	572.0
A0A804QMP9	Q2QMH2	0.66218	0.78	2.1	173.0
B4FZF9	A2RTL5	0.20083	0.138	6.77	123.0
I1MBR7	Q9SDX3	0.99479	0.861	0.24	467.0
Q9FNP0	Q9FNP0	1.0	1.0	0.0	173.0
U5CUU3	Q9SH60	0.8422	0.239	1.87	117.0
A0A498J433	Q9FIM0	0.27355	0.146	4.69	89.0
A0A2P5X2I4	Q8W4S4	0.88992	0.732	2.33	388.0
Q9CAA5	Q9CAA5	1.0	1.0	0.0	619.0
Q9CAP6	Q12TX1	0.21521	0.24	5.44	288.0
A0A2R6PH48	O33804	0.82826	0.312	1.94	442.0
Q9FT69	Q9FT69	1.0	1.0	0.0	858.0
F6GZA5	P16157	0.55824	0.154	3.9	247.0
Q9SV06	Q99P31	0.65496	0.251	3.28	283.0
A0A0R0GDM9	B3EWI4	0.32053	0.463	2.76	54.0
Q93YP7	Q93YP7	1.0	1.0	0.0	407.0
W1PPK7	F4IFD0	0.66766	0.311	3.31	122.0
A0A498HAT0	Q9UL40	0.12951	0.172	5.36	87.0
F6HQK1	Q9C9Q6	0.87146	0.573	1.72	89.0
W1PG33	F4JDF3	0.95647	0.521	0.71	96.0
A0A3Q7I5B9	Q94HW2	0.39427	0.22	1.25	59.0
A0A2I0X2M0	Q9LV60	0.78415	0.206	1.63	97.0
Q9S745	Q9S745	1.0	1.0	0.0	541.0
A0A0R0FRU8	Q6JN46	0.5955	0.417	2.72	72.0
A0A2I0VM37	P31843	0.86121	0.309	1.56	68.0
I1MAV6	F8WKW1	0.98467	0.68	1.07	478.0
Q8LBV4	Q24W96	0.51086	0.236	2.54	199.0
A0A7J7I8X3	P0CV72	0.15557	0.355	3.22	121.0
A0A2I0VM09	Q94HW2	0.95069	0.458	1.92	413.0
A0A199VYL6	Q2HIV9	0.41912	0.255	4.39	110.0
A0A2R6RLC0	Q8L7A0	0.53284	0.107	4.2	169.0
A0A7J7G7D0	P43487	0.14233	0.125	3.9	120.0
W1PJQ0	Q9LMH6	0.58697	0.32	4.0	128.0
Q9C8Y4	Q9C8Y4	1.0	1.0	0.0	417.0
A0A804PKQ9	Q10KF0	0.97144	0.963	1.03	135.0
Q6YYC8	Q00531	0.53883	0.138	4.73	275.0
Q6NLC1	Q6NLC1	1.0	1.0	0.0	706.0
A0A7J7FZI2	Q7JV70	0.20679	0.119	3.75	109.0
Q9SNY3	Q9SNY3	1.0	1.0	0.0	361.0
Q9XF88	Q9XF88	1.0	1.0	0.0	287.0
A0A3Q7HVU3	P46297	0.18806	0.972	0.5	142.0
Q9FMC7	Q6TMK2	0.57227	0.173	1.8	110.0
K7LH43	Q9LF24	0.25944	0.184	6.82	255.0
A0A6I9TEA9	Q1EBV4	0.73015	0.198	2.23	131.0
K7LZI8	Q9S823	0.19006	0.137	7.98	255.0
Q9FKM4	F4I562	0.33404	0.102	3.94	244.0
A0A498HL03	Q8GZA8	0.58016	0.442	3.65	86.0
Q9SCJ4	Q9SCJ4	1.0	1.0	0.0	813.0
Q9LIL5	Q9LFQ4	0.62064	0.265	5.2	411.0
Q94AQ8	Q94AQ8	1.0	1.0	0.0	348.0
A0A443PEB8	Q3U155	0.23734	0.063	4.43	79.0
Q94AD8	Q94AD8	1.0	1.0	0.0	539.0
Q94JV1	Q9NXN4	0.49261	0.338	4.66	320.0
A0A199W3C3	A2Y9C2	0.86437	0.403	1.94	278.0
B4FVX7	Q2M2U4	0.69643	0.289	2.23	128.0
A0A7J7FQ95	Q3EBD3	0.48509	0.486	4.03	142.0
A0A1D6H6L3	nan				
A0A0Q3ES61	O04488	0.76754	0.215	2.91	251.0
A0A1D6M9S2	Q8HXM1	0.25751	0.167	5.85	132.0
K4DF07	Q6PIJ4	0.7053	0.531	2.07	96.0
Q9LZI4	A3LNG8	0.79021	0.258	1.75	93.0
K7L275	A0A1D5XGW0	0.47182	0.507	2.5	71.0
A0JQ12	A3PTR0	0.66989	0.157	2.14	166.0
A0A3Q7IYS0	P55813	0.11135	0.339	1.45	59.0
Q9LHH7	Q9LHH7	1.0	1.0	0.0	299.0
A0A3Q7GH91	Q9S8M0	0.34737	0.532	4.01	124.0
Q9FNA1	Q1LU52	0.51278	0.171	2.82	158.0
O80856	O80856	1.0	1.0	0.0	378.0
A0A0P0W2G2	Q8RX22	0.46242	0.201	3.93	134.0
A0A1P8AQ71	Q8RJP2	0.77517	0.25	2.23	537.0
A0A498K3U8	P22509	0.86086	0.496	1.96	123.0
A0A804R253	Q93V66	0.20365	0.432	5.03	111.0
A0A498KJ17	Q9C6X0	0.36785	0.304	3.2	161.0
Q9LZH8	Q9LZH8	1.0	1.0	0.0	136.0
A0A498J796	Q7DLR9	0.88385	0.732	2.02	123.0
A0A199W189	A0A1V1FH01	0.80395	0.218	2.11	142.0
F6H1R6	Q0JHF1	0.34977	0.407	4.74	135.0
D7SJH0	P46269	0.96238	0.806	0.6	72.0
Q93ZH0	Q93ZH0	1.0	1.0	0.0	416.0
Q93VH1	Q93VH1	1.0	1.0	0.0	280.0
Q8LES0	Q8LES0	1.0	1.0	0.0	325.0
A0A2I0W063	Q5RFV4	0.64372	0.226	3.12	137.0
U5D605	Q9FHB6	0.91742	0.554	1.57	157.0
K7MQL4	Q9XEC1	0.25044	0.186	5.15	161.0
A0A498IEN3	Q43191	0.8441	0.593	1.6	226.0
A0A2P5WYG7	Q9FKZ0	0.75158	0.165	3.64	236.0
A0A0N7KS65	Q7PZK5	0.2799	0.142	5.24	247.0
Q9FEB5	Q9FEB5	1.0	1.0	0.0	379.0
A0A0Q3LK16	Q9SZL6	0.74182	0.157	3.72	312.0
Q9MA41	Q9MA41	1.0	1.0	0.0	321.0
A0A498IU19	P9WLH5	0.76233	0.213	2.1	127.0
Q56Y29	P05516	0.58739	0.125	4.31	280.0
P60039	P60039	1.0	1.0	0.0	242.0
A0A199VA17	Q9XIG1	0.90269	0.707	1.36	266.0
Q6EVK6	Q6EVK6	1.0	1.0	0.0	2193.0
A0A0P0VCB2	P0DKK7	0.98249	0.956	0.63	158.0
Q6YUV3	Q6ID77	0.56455	0.629	2.16	70.0
A0A7J7FZ92	Q9M8L4	0.69907	0.667	2.91	216.0
F4K383	V9M2S5	0.43753	0.22	6.61	381.0
F4JCD3	Q6PKC3	0.38686	0.129	6.21	513.0
A0A498HTT1	F9VN79	0.74563	0.163	1.58	104.0
A0A3S3MXA0	Q9SD53	0.60145	0.294	4.0	381.0
Q5PNU3	Q5PNU3	1.0	1.0	0.0	507.0
A0A804JX70	B1B1U4	0.97197	0.556	0.78	142.0
Q8GTR4	Q8GTR4	1.0	1.0	0.0	965.0
P14903	P14903	1.0	1.0	0.0	96.0
A0A498IX17	Q9T0J1	0.38636	0.371	2.59	232.0
A0A0P0WV04	Q9LRS2	0.49981	0.393	1.97	107.0
A0A0P0VMD3	Q93WY4	0.27749	0.759	2.87	54.0
Q9S713	Q9S713	1.0	1.0	0.0	562.0
Q9SE37	Q9SE37	1.0	1.0	0.0	174.0
A0A0P0VMP4	Q5SR56	0.77311	0.215	2.95	284.0
Q8VZ31	Q6DCD5	0.38822	0.177	3.82	141.0
U5D5U2	Q9M9U9	0.75618	0.575	1.71	106.0
Q9LMH5	O81028	0.62255	0.327	5.88	694.0
A0A498JXA5	Q3SWZ6	0.92193	0.634	1.68	153.0
F4JSK0	Q3U595	0.44927	0.226	3.0	62.0
A0A2P5XMW6	Q8GZ29	0.94487	0.475	1.62	158.0
Q9LT27	P43790	0.36302	0.166	4.11	145.0
Q941R4	Q941R4	1.0	1.0	0.0	333.0
A0A804L341	Q6H7J6	0.97547	0.743	1.48	681.0
A0A0R0E8H5	O80612	0.64169	0.348	4.02	233.0
Q84TE2	Q5C9L6	0.95706	0.473	1.56	351.0
A0A2I0XE81	Q6NMR8	0.23097	0.133	5.94	83.0
A0A804UD57	Q54TB8	0.71525	0.254	2.64	169.0
Q9ZUK9	P19247	0.32633	0.134	4.61	209.0
A0A498K112	Q197W8	0.24162	0.254	6.31	134.0
P0CAY8	P0CAY8	1.0	1.0	0.0	71.0
I1KVF3	Q9FIM0	0.39555	0.324	3.22	105.0
A0A0Q3H202	Q7XBQ9	0.56652	0.21	4.09	439.0
Q6NMM1	Q6NMM1	1.0	1.0	0.0	140.0
A0A498J9T9	P49689	0.16265	0.774	1.36	62.0
A0A2I0W5L9	Q6R032	0.1856	0.077	7.68	168.0
F6HTG2	O23140	0.67864	0.691	1.78	55.0
A0A2I0VP07	P27322	0.6113	0.199	4.87	277.0
Q39110	Q39110	1.0	1.0	0.0	377.0
Q0WPX9	Q0WPX9	1.0	1.0	0.0	1116.0
A0A3S3N483	Q6JN46	0.76312	0.305	2.95	472.0
W1NIB6	Q5RCU0	0.33683	0.317	4.51	82.0
Q93Z72	Q39172	0.99857	0.913	0.26	345.0
A0A804Q778	F4K3G5	0.83767	0.378	1.83	135.0
A0A498KFK2	Q9UPR6	0.28798	0.133	5.22	98.0
A0A2I0X270	Q9SK32	0.76724	0.184	2.96	163.0
F6HN75	Q9LHK3	0.94548	0.865	0.45	37.0
A2RVM8	A2RVM8	1.0	1.0	0.0	358.0
A0A0P0VL16	Q94K49	0.77846	0.172	2.89	157.0
Q69RN5	Q9FVS1	0.51903	0.206	3.83	277.0
A0A498JNZ1	Q94AU2	0.35234	0.389	2.09	162.0
A0A6I9TRI7	Q9XGX7	0.92211	0.943	0.89	70.0
A0A199VGQ1	O22912	0.80598	0.812	1.5	64.0
A0A6I9UIS1	F4IVL6	0.71603	0.689	4.94	373.0
A0A804UM01	F4HU58	0.40019	0.439	3.74	255.0
Q9LSV3	Q9LMN7	0.84455	0.71	2.8	396.0
A0A7J7H741	Q8BTE0	0.25008	0.417	4.52	48.0
C7J9B9	Q39214	0.78816	0.232	3.13	259.0
K7MIM8	P0C7R3	0.87974	0.361	1.43	72.0
A0A0R0G5K1	P51845	0.96401	0.623	0.91	151.0
Q8GXN6	Q8GXN6	1.0	1.0	0.0	219.0
Q9LK73	Q9LK73	1.0	1.0	0.0	462.0
A0A1P8APZ3	P52780	0.64579	0.362	2.75	80.0
Q93Z01	Q93Z01	1.0	1.0	0.0	353.0
A0A3Q7GZP5	Q945B6	0.44177	0.38	1.79	279.0
A0A804KEN2	Q0WRY5	0.42574	0.653	2.02	72.0
A0A199UKW1	A7RFT2	0.68627	0.381	2.74	126.0
Q9LJH8	Q9LJH8	1.0	1.0	0.0	427.0
A0A0P0XE17	Q8L765	0.5833	0.39	2.87	154.0
Q8RXZ6	Q03211	0.61735	0.187	2.27	107.0
Q944P0	Q944P0	1.0	1.0	0.0	417.0
Q9ZVZ4	Q6DCU6	0.39028	0.206	3.21	175.0
A0A804IPE2	Q9ZU38	0.78231	0.473	1.37	110.0
A8R7E6	A8R7E6	1.0	1.0	0.0	617.0
A0A3Q7I2L1	Q07264	0.89371	0.517	1.66	147.0
A0A7J7H3X5	O42832	0.7315	0.428	3.62	313.0
A0A2K2CW81	Q9LVP1	0.33122	0.118	4.44	68.0
F4IF29	Q6DBN2	0.37903	0.062	5.1	177.0
A0A0R0KLW6	Q9SU30	0.67011	0.203	3.96	261.0
A0A3S4PIF7	Q8W4L5	0.68068	0.553	2.13	103.0
W1NH60	A8NS61	0.18707	0.096	3.95	104.0
Q9CAL2	Q9CAL2	1.0	1.0	0.0	646.0
A0A199ULR4	F4IAT8	0.89754	0.492	1.61	130.0
A0A2R6RFV0	O04488	0.74576	0.187	3.2	337.0
Q9LDD4	Q9LDD4	1.0	1.0	0.0	573.0
A0A1D6M6S0	Q9ZPX5	0.51481	0.583	3.43	132.0
Q5XV67	Q5XV67	1.0	1.0	0.0	200.0
Q9FZK1	Q9FZK1	1.0	1.0	0.0	467.0
Q0JQ37	A0A2H5AIZ9	0.94821	0.476	1.37	191.0
K7LG16	B2RQL2	0.13048	0.089	9.6	214.0
A0A1I9LS40	Q92372	0.26098	0.169	4.09	154.0
F4ISN0	E1BLZ4	0.19632	0.082	10.87	697.0
A0A498I1F0	Q1PEW8	0.73113	0.2	2.8	130.0
Q8W4K1	Q8W4K1	1.0	1.0	0.0	995.0
F4HTY0	P0DI81	0.95356	0.504	1.09	135.0
K7TDY6	Q01595	0.68847	0.912	2.54	102.0
Q9LTV0	O94514	0.86685	0.601	1.4	441.0
Q9SAK2	Q9SAK2	1.0	1.0	0.0	785.0
Q9FLR9	Q9SCT4	0.79114	0.339	3.04	316.0
A0A7J7H3G5	Q949P3	0.98647	0.784	0.86	324.0
Q9SPG4	Q9FX36	0.59651	0.517	1.94	120.0
A0A0P0X4A0	Q9FNH6	0.66846	0.202	2.82	163.0
Q94BU8	Q94BU8	1.0	1.0	0.0	185.0
Q93VA9	Q7TSU0	0.44316	0.245	2.67	110.0
A0A443PQA9	Q9SHV2	0.67511	0.275	4.43	207.0
Q9S784	Q9S784	1.0	1.0	0.0	184.0
Q9XIE4	Q9XIE4	1.0	1.0	0.0	498.0
A0A0P0XSQ3	Q39214	0.66734	0.244	4.82	320.0
W1PWT3	Q9M0A7	0.66865	0.349	2.44	109.0
A0A0P0XB19	P48505	0.63718	0.481	2.49	52.0
A0A7J7G5B6	Q75K12	0.89525	0.4	1.43	245.0
Q9LY10	Q9LY09	0.27757	0.12	5.26	100.0
K4B5K2	P80595	0.92447	0.612	1.2	103.0
A0A498HTP9	Q9FZ62	0.2912	0.534	1.71	253.0
A0A0N7KI68	nan				
Q9M096	Q9FDX1	0.86268	0.531	1.85	275.0
F6I7N5	Q80UP5	0.32669	0.262	3.13	84.0
A0A3Q7H264	Q9FN26	0.48197	0.484	1.41	448.0
A0A2P5Y0C6	Q96MP5	0.49988	0.082	3.9	110.0
A0A443NXU7	Q9SW07	0.56162	0.31	3.23	71.0
A0A7J7HJS6	Q38834	0.77566	0.248	2.1	157.0
O64631	Q50EK3	0.92383	0.47	2.55	504.0
O49662	O49662	1.0	1.0	0.0	324.0
A0A2P5WK47	Q9LK76	0.332	0.367	5.72	180.0
A0A3S3N9Z2	Q3B724	0.87297	0.752	2.85	424.0
I1HV14	Q7XBQ9	0.53981	0.235	5.16	754.0
Q8VZI8	Q8VZI8	1.0	1.0	0.0	813.0
Q38814	Q38814	1.0	1.0	0.0	349.0
O81421	Q7X9N2	0.34599	0.434	3.75	83.0
A0A3Q7HNH3	P54772	0.72739	0.912	1.57	114.0
Q84J78	Q84J78	1.0	1.0	0.0	201.0
A0A2I0XI62	Q9D0I6	0.16188	0.089	7.31	192.0
Q9LY78	Q8GWV5	0.78499	0.327	2.42	281.0
A0A804NVT4	Q6ZPR6	0.63289	0.242	4.1	149.0
A0A7J7GK10	Q8LAJ7	0.24721	0.351	4.72	97.0
Q9LZB8	Q9LZB8	1.0	1.0	0.0	634.0
Q9FL47	O22227	0.61315	0.486	2.99	179.0
O81632	Q8RX01	0.80216	0.331	2.81	263.0
A0A2I0VVK0	B9FJG3	0.73599	0.318	3.88	559.0
A0A2I0WUR1	Q9SXS2	0.858	0.711	2.57	239.0
A0A2P5YQ49	Q6P5E8	0.31148	0.041	6.63	169.0
Q9M039	Q9M039	1.0	1.0	0.0	592.0
A0A0R0H4M8	Q9FJ47	0.93226	0.48	2.12	325.0
A0A2R6P9R4	Q5ZLH4	0.67596	0.393	2.56	89.0
A0A2I0VEW6	Q7XUT9	0.7217	0.416	3.52	178.0
Q9SZ45	Q9SZ45	1.0	1.0	0.0	498.0
Q9ZUU2	Q9ZUU2	1.0	1.0	0.0	248.0
A0A2I0VBQ6	Q94HW2	0.5334	0.105	3.62	124.0
Q8LPJ4	Q8LPJ4	1.0	1.0	0.0	605.0
D7SSW5	Q9CAG8	0.75501	0.198	2.68	242.0
A0A804IZB6	Q8BIW1	0.79748	0.16	2.08	119.0
Q9CAT1	A4QB40	0.70227	0.18	2.78	378.0
F4KCH4	Q9LGE3	0.25866	0.214	2.2	84.0
C6T2W3	Q41387	0.44965	0.824	2.55	68.0
A0A3S3NFA9	Q5TDH0	0.52187	0.192	3.04	99.0
O65572	O65572	1.0	1.0	0.0	538.0
Q8RWK5	Q1EBC4	0.28335	0.292	3.45	65.0
Q9SAG8	Q9SAG8	1.0	1.0	0.0	163.0
F6H769	Q10716	0.74832	0.482	2.46	83.0
A0A0P0XCT6	Q6AVI0	0.59849	0.305	4.37	548.0
Q8L7L8	Q8L7L8	1.0	1.0	0.0	578.0
A0A7J7HLJ6	P49208	0.52329	0.62	3.02	92.0
A0A2P5W2A5	O67295	0.3094	0.068	3.4	59.0
Q9FIJ2	Q9FIJ2	1.0	1.0	0.0	97.0
Q3E9F0	Q3E9F0	1.0	1.0	0.0	506.0
Q8RWX4	Q9ZQ31	0.41589	0.2	2.85	275.0
Q9ZUL8	Q9ZUL8	1.0	1.0	0.0	73.0
Q67XI5	Q6DJI9	0.56227	0.309	2.14	94.0
A0A3S3NJ43	I3PLR3	0.92016	0.56	1.17	100.0
Q9LXF4	Q9LXF4	1.0	1.0	0.0	1227.0
I1JW23	Q8GYJ2	0.51223	0.222	3.46	117.0
W1NIG8	Q9LMR3	0.92232	0.538	1.37	145.0
F4HPR5	F4HPR5	1.0	1.0	0.0	817.0
W1PVR4	P07767	0.4376	0.073	4.97	165.0
O65359	O65359	1.0	1.0	0.0	322.0
Q9CA92	Q6AXC6	0.80617	0.395	3.44	760.0
Q95695	Q95695	1.0	1.0	0.0	176.0
Q9CA79	Q9CA79	1.0	1.0	0.0	80.0
A0A2P5WN26	P49608	0.99255	0.906	0.74	405.0
Q8LPR5	Q8LPR5	1.0	1.0	0.0	420.0
F6GSY8	Q9M8J3	0.27687	0.047	6.93	170.0
Q9LSY7	Q9LSY7	1.0	1.0	0.0	329.0
K7VB02	Q9LYU3	0.33287	0.291	3.79	103.0
K7LFI6	Q5R7T5	0.09773	0.228	3.59	136.0
F4JZM4	O43292	0.75287	0.248	3.81	588.0
Q9LNI5	Q9LNI5	1.0	1.0	0.0	83.0
A0A498KI00	Q9C514	0.97413	0.817	0.43	60.0
A0A0R0GXC2	P08960	0.84752	0.91	1.98	156.0
A0A1D6GGE0	Q9FJV5	0.23291	0.544	4.73	114.0
Q9M314	P46547	0.80295	0.473	1.34	423.0
I1JMQ9	Q8L9K1	0.43725	0.652	2.21	92.0
Q9SKI4	Q9SKI4	1.0	1.0	0.0	640.0
Q9LNI2	Q9LVG3	0.60362	0.274	3.37	252.0
Q9C5J3	Q9C5J3	1.0	1.0	0.0	946.0
Q9S7H5	Q9S7H5	1.0	1.0	0.0	413.0
Q9FIM4	Q9FIM4	1.0	1.0	0.0	430.0
Q84R11	Q84R11	1.0	1.0	0.0	583.0
A0A2I0WYZ6	O35344	0.57961	0.08	4.95	402.0
W1NHJ3	Q9XIK5	0.48969	0.124	3.19	129.0
Q9LRP9	P07197	0.25553	0.061	7.03	263.0
A0A804LAF2	Q07653	0.34135	0.051	4.73	136.0
K4C086	Q7XJS0	0.65042	0.468	3.17	94.0
A0A0P0VB64	Q6ZJM9	0.51677	0.386	3.68	145.0
U5CVZ7	Q3E9A0	0.78155	0.733	2.56	454.0
A0A199V9M9	Q8LJW1	0.74984	0.423	2.91	156.0
F6HG00	Q9SMX5	0.38938	0.635	5.62	353.0
A0A498I6V0	Q5Z9Z0	0.4017	0.489	1.87	503.0
Q9LU48	P27061	0.88227	0.631	1.65	236.0
F4ID12	Q9LUM6	0.79195	0.388	3.3	227.0
K4CCR7	B8AEH1	0.38721	0.235	4.65	179.0
Q9C5Z2	Q9C5Z2	1.0	1.0	0.0	337.0
Q0WRW8	Q0WRW8	1.0	1.0	0.0	369.0
A0A498J311	Q5PP37	0.41488	0.664	2.41	467.0
K7MB46	Q3EBC8	0.59273	0.628	3.17	188.0
Q9FNQ4	O88379	0.35022	0.256	3.74	78.0
F4K1D8	Q9M2U3	0.63745	0.17	3.7	171.0
O49437	Q12010	0.68229	0.311	3.1	219.0
I1M662	Q9SVP7	0.71267	0.291	5.52	892.0
A0A7J7HQZ7	P18616	0.90883	0.764	2.09	127.0
K7KJ67	Q4KLC4	0.42353	0.299	4.79	177.0
A0A3Q7GZL0	Q6DBN6	0.58679	0.192	3.82	130.0
Q9SWG0	Q9SWG0	1.0	1.0	0.0	409.0
F4IDW9	F4IDW9	1.0	1.0	0.0	250.0
K7MQQ8	Q9M667	0.78253	0.284	3.57	412.0
Q9LSL9	Q9LSL9	1.0	1.0	0.0	915.0
K7K7H5	Q9SAF6	0.21579	0.138	7.73	349.0
A0A2K2CSY1	Q6K271	0.204	0.078	6.09	154.0
F6HCZ3	P0CAX9	0.4885	0.367	2.58	49.0
Q9ZQ91	Q9ZQ91	1.0	1.0	0.0	312.0
A0A0N7KFF5	Q6F2Y7	0.83672	0.545	3.5	411.0
